"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2023 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2023 inflation-adjusted dollars)",
"0400000US36","New York","84578","372",
"1500000US360470482003","Block Group 3; Census Tract 482; Kings County; New York","55353","15667",
"1500000US360470482004","Block Group 4; Census Tract 482; Kings County; New York","-","**",
"1500000US360470482005","Block Group 5; Census Tract 482; Kings County; New York","-","**",
"1500000US360470484001","Block Group 1; Census Tract 484; Kings County; New York","105098","25968",
"1500000US360470484002","Block Group 2; Census Tract 484; Kings County; New York","65208","39808",
"1500000US360470484003","Block Group 3; Census Tract 484; Kings County; New York","88125","55818",
"1500000US360470485001","Block Group 1; Census Tract 485; Kings County; New York","135741","39533",
"1500000US360470485002","Block Group 2; Census Tract 485; Kings County; New York","-","**",
"1500000US360470486001","Block Group 1; Census Tract 486; Kings County; New York","53083","14240",
"1500000US360470486002","Block Group 2; Census Tract 486; Kings County; New York","61500","29767",
"1500000US360470486003","Block Group 3; Census Tract 486; Kings County; New York","77583","27100",
"1500000US360470488001","Block Group 1; Census Tract 488; Kings County; New York","80125","46354",
"1500000US360470488002","Block Group 2; Census Tract 488; Kings County; New York","68000","30172",
"1500000US360470488003","Block Group 3; Census Tract 488; Kings County; New York","-","**",
"1500000US360470489001","Block Group 1; Census Tract 489; Kings County; New York","-","**",
"1500000US360470489002","Block Group 2; Census Tract 489; Kings County; New York","-","**",
"1500000US360470489003","Block Group 3; Census Tract 489; Kings County; New York","36053","22001",
"1500000US360470490001","Block Group 1; Census Tract 490; Kings County; New York","56250","39998",
"1500000US360470490002","Block Group 2; Census Tract 490; Kings County; New York","80163","22984",
"1500000US360470490003","Block Group 3; Census Tract 490; Kings County; New York","136779","102763",
"1500000US360470491001","Block Group 1; Census Tract 491; Kings County; New York","41694","17703",
"1500000US360470491002","Block Group 2; Census Tract 491; Kings County; New York","-","**",
"1500000US360470491003","Block Group 3; Census Tract 491; Kings County; New York","45193","37255",
"1500000US360470491004","Block Group 4; Census Tract 491; Kings County; New York","53705","36909",
"1500000US360470492001","Block Group 1; Census Tract 492; Kings County; New York","104464","64237",
"1500000US360470492002","Block Group 2; Census Tract 492; Kings County; New York","142604","29972",
"1500000US360470492003","Block Group 3; Census Tract 492; Kings County; New York","-","**",
"1500000US360470493011","Block Group 1; Census Tract 493.01; Kings County; New York","22521","6981",
"1500000US360470493021","Block Group 1; Census Tract 493.02; Kings County; New York","92759","39712",
"1500000US360470493022","Block Group 2; Census Tract 493.02; Kings County; New York","170313","45392",
"1500000US360470493023","Block Group 3; Census Tract 493.02; Kings County; New York","19574","9325",
"1500000US360470493024","Block Group 4; Census Tract 493.02; Kings County; New York","67270","29802",
"1500000US360470494001","Block Group 1; Census Tract 494; Kings County; New York","108007","28670",
"1500000US360470494002","Block Group 2; Census Tract 494; Kings County; New York","-","**",
"1500000US360470494003","Block Group 3; Census Tract 494; Kings County; New York","96787","7217",
"1500000US360470494004","Block Group 4; Census Tract 494; Kings County; New York","199375","132105",
"1500000US360470495001","Block Group 1; Census Tract 495; Kings County; New York","107083","48606",
"1500000US360470495002","Block Group 2; Census Tract 495; Kings County; New York","132614","85594",
"1500000US360470495003","Block Group 3; Census Tract 495; Kings County; New York","74375","49271",
"1500000US360470496001","Block Group 1; Census Tract 496; Kings County; New York","78843","45982",
"1500000US360470496002","Block Group 2; Census Tract 496; Kings County; New York","96815","28746",
"1500000US360470496003","Block Group 3; Census Tract 496; Kings County; New York","64075","61814",
"1500000US360470497001","Block Group 1; Census Tract 497; Kings County; New York","133485","63398",
"1500000US360470497002","Block Group 2; Census Tract 497; Kings County; New York","97880","21656",
"1500000US360470497003","Block Group 3; Census Tract 497; Kings County; New York","194602","70050",
"1500000US360470498001","Block Group 1; Census Tract 498; Kings County; New York","75541","28791",
"1500000US360470498002","Block Group 2; Census Tract 498; Kings County; New York","-","**",
"1500000US360470498003","Block Group 3; Census Tract 498; Kings County; New York","106222","28798",
"1500000US360470499001","Block Group 1; Census Tract 499; Kings County; New York","117802","60749",
"1500000US360470499002","Block Group 2; Census Tract 499; Kings County; New York","107292","25333",
"1500000US360470500011","Block Group 1; Census Tract 500.01; Kings County; New York","133672","38025",
"1500000US360470500012","Block Group 2; Census Tract 500.01; Kings County; New York","114286","32437",
"1500000US360470500021","Block Group 1; Census Tract 500.02; Kings County; New York","167604","71364",
"1500000US360470501001","Block Group 1; Census Tract 501; Kings County; New York","156118","48686",
"1500000US360470501002","Block Group 2; Census Tract 501; Kings County; New York","-","**",
"1500000US360470501003","Block Group 3; Census Tract 501; Kings County; New York","166364","53079",
"1500000US360470502021","Block Group 1; Census Tract 502.02; Kings County; New York","103636","44234",
"1500000US360470502022","Block Group 2; Census Tract 502.02; Kings County; New York","-","**",
"1500000US360470503001","Block Group 1; Census Tract 503; Kings County; New York","168913","22524",
"1500000US360470503002","Block Group 2; Census Tract 503; Kings County; New York","109485","32170",
"1500000US360470503003","Block Group 3; Census Tract 503; Kings County; New York","205909","38999",
"1500000US360470504011","Block Group 1; Census Tract 504.01; Kings County; New York","181125","27952",
"1500000US360470504012","Block Group 2; Census Tract 504.01; Kings County; New York","143147","40324",
"1500000US360470504021","Block Group 1; Census Tract 504.02; Kings County; New York","218750","170035",
"1500000US360470504022","Block Group 2; Census Tract 504.02; Kings County; New York","119891","86601",
"1500000US360470505001","Block Group 1; Census Tract 505; Kings County; New York","14467","10184",
"1500000US360470505002","Block Group 2; Census Tract 505; Kings County; New York","121024","17113",
"1500000US360470505003","Block Group 3; Census Tract 505; Kings County; New York","100030","51749",
"1500000US360470506001","Block Group 1; Census Tract 506; Kings County; New York","76714","20452",
"1500000US360470506002","Block Group 2; Census Tract 506; Kings County; New York","95515","89625",
"1500000US360470506003","Block Group 3; Census Tract 506; Kings County; New York","66736","27219",
"1500000US360470506004","Block Group 4; Census Tract 506; Kings County; New York","72692","23412",
"1500000US360470507001","Block Group 1; Census Tract 507; Kings County; New York","58125","17505",
"1500000US360470508011","Block Group 1; Census Tract 508.01; Kings County; New York","58583","18459",
"1500000US360470508012","Block Group 2; Census Tract 508.01; Kings County; New York","75625","24957",
"1500000US360470508031","Block Group 1; Census Tract 508.03; Kings County; New York","79242","20555",
"1500000US360470508041","Block Group 1; Census Tract 508.04; Kings County; New York","131063","106843",
"1500000US360470508042","Block Group 2; Census Tract 508.04; Kings County; New York","96833","15064",
"1500000US360470508043","Block Group 3; Census Tract 508.04; Kings County; New York","90833","23625",
"1500000US360470509001","Block Group 1; Census Tract 509; Kings County; New York","114722","108137",
"1500000US360470509002","Block Group 2; Census Tract 509; Kings County; New York","36475","3940",
"1500000US360470510011","Block Group 1; Census Tract 510.01; Kings County; New York","78065","31133",
"1500000US360470510012","Block Group 2; Census Tract 510.01; Kings County; New York","57554","17401",
"1500000US360470510021","Block Group 1; Census Tract 510.02; Kings County; New York","53266","18059",
"1500000US360470510022","Block Group 2; Census Tract 510.02; Kings County; New York","93304","35657",
"1500000US360470510023","Block Group 3; Census Tract 510.02; Kings County; New York","60720","29469",
"1500000US360470511001","Block Group 1; Census Tract 511; Kings County; New York","51786","44604",
"1500000US360470511002","Block Group 2; Census Tract 511; Kings County; New York","131209","19765",
"1500000US360470511003","Block Group 3; Census Tract 511; Kings County; New York","66884","29153",
"1500000US360470512001","Block Group 1; Census Tract 512; Kings County; New York","-","**",
"1500000US360470512002","Block Group 2; Census Tract 512; Kings County; New York","117585","65181",
"1500000US360470512003","Block Group 3; Census Tract 512; Kings County; New York","77763","41672",
"1500000US360470512004","Block Group 4; Census Tract 512; Kings County; New York","74931","20448",
"1500000US360470513001","Block Group 1; Census Tract 513; Kings County; New York","139643","86602",
"1500000US360470513002","Block Group 2; Census Tract 513; Kings County; New York","91833","60085",
"1500000US360470513003","Block Group 3; Census Tract 513; Kings County; New York","206406","99391",
"1500000US360470513004","Block Group 4; Census Tract 513; Kings County; New York","32667","22422",
"1500000US360470514001","Block Group 1; Census Tract 514; Kings County; New York","-","**",
"1500000US360470514002","Block Group 2; Census Tract 514; Kings County; New York","82228","39987",
"1500000US360470514003","Block Group 3; Census Tract 514; Kings County; New York","91445","49381",
"1500000US360470514004","Block Group 4; Census Tract 514; Kings County; New York","80806","24357",
"1500000US360470515001","Block Group 1; Census Tract 515; Kings County; New York","226450","41662",
"1500000US360470516011","Block Group 1; Census Tract 516.01; Kings County; New York","69706","9710",
"1500000US360470516012","Block Group 2; Census Tract 516.01; Kings County; New York","58125","37161",
"1500000US360470516013","Block Group 3; Census Tract 516.01; Kings County; New York","69473","14591",
"1500000US360470516021","Block Group 1; Census Tract 516.02; Kings County; New York","80455","17892",
"1500000US360470516022","Block Group 2; Census Tract 516.02; Kings County; New York","77426","45823",
"1500000US360470517001","Block Group 1; Census Tract 517; Kings County; New York","230938","53153",
"1500000US360470517002","Block Group 2; Census Tract 517; Kings County; New York","190000","39678",
"1500000US360470518001","Block Group 1; Census Tract 518; Kings County; New York","82096","37921",
"1500000US360470518002","Block Group 2; Census Tract 518; Kings County; New York","111806","53582",
"1500000US360470518003","Block Group 3; Census Tract 518; Kings County; New York","110750","43347",
"1500000US360470519001","Block Group 1; Census Tract 519; Kings County; New York","214630","29579",
"1500000US360470519002","Block Group 2; Census Tract 519; Kings County; New York","-","**",
"1500000US360470519003","Block Group 3; Census Tract 519; Kings County; New York","159097","48555",
"1500000US360470520001","Block Group 1; Census Tract 520; Kings County; New York","124393","7364",
"1500000US360470520002","Block Group 2; Census Tract 520; Kings County; New York","133750","64226",
"1500000US360470520003","Block Group 3; Census Tract 520; Kings County; New York","36004","12582",
"1500000US360470523001","Block Group 1; Census Tract 523; Kings County; New York","70859","10591",
"1500000US360470523002","Block Group 2; Census Tract 523; Kings County; New York","56705","25469",
"1500000US360470523003","Block Group 3; Census Tract 523; Kings County; New York","138077","98791",
"1500000US360470523004","Block Group 4; Census Tract 523; Kings County; New York","187561","48090",
"1500000US360470523005","Block Group 5; Census Tract 523; Kings County; New York","-","**",
"1500000US360470525001","Block Group 1; Census Tract 525; Kings County; New York","70952","63816",
"1500000US360470525002","Block Group 2; Census Tract 525; Kings County; New York","-","**",
"1500000US360470526001","Block Group 1; Census Tract 526; Kings County; New York","84683","24105",
"1500000US360470526002","Block Group 2; Census Tract 526; Kings County; New York","102279","34070",
"1500000US360470526003","Block Group 3; Census Tract 526; Kings County; New York","76921","10663",
"1500000US360470527001","Block Group 1; Census Tract 527; Kings County; New York","51399","15377",
"1500000US360470527002","Block Group 2; Census Tract 527; Kings County; New York","58049","54217",
"1500000US360470527003","Block Group 3; Census Tract 527; Kings County; New York","70349","47492",
"1500000US360470527004","Block Group 4; Census Tract 527; Kings County; New York","84130","48133",
"1500000US360470527005","Block Group 5; Census Tract 527; Kings County; New York","133750","107527",
"1500000US360470527006","Block Group 6; Census Tract 527; Kings County; New York","-","**",
"1500000US360470527007","Block Group 7; Census Tract 527; Kings County; New York","80536","24499",
"1500000US360470528001","Block Group 1; Census Tract 528; Kings County; New York","116389","12438",
"1500000US360470528002","Block Group 2; Census Tract 528; Kings County; New York","172019","118187",
"1500000US360470529001","Block Group 1; Census Tract 529; Kings County; New York","-","**",
"1500000US360470529002","Block Group 2; Census Tract 529; Kings County; New York","40734","9123",
"1500000US360470529003","Block Group 3; Census Tract 529; Kings County; New York","44035","11106",
"1500000US360470530001","Block Group 1; Census Tract 530; Kings County; New York","71792","7514",
"1500000US360470530002","Block Group 2; Census Tract 530; Kings County; New York","103408","29439",
"1500000US360470530003","Block Group 3; Census Tract 530; Kings County; New York","65833","59129",
"1500000US360470531011","Block Group 1; Census Tract 531.01; Kings County; New York","-","**",
"1500000US360470531012","Block Group 2; Census Tract 531.01; Kings County; New York","147861","54586",
"1500000US360470531021","Block Group 1; Census Tract 531.02; Kings County; New York","59643","26156",
"1500000US360470531022","Block Group 2; Census Tract 531.02; Kings County; New York","72969","14216",
"1500000US360470532001","Block Group 1; Census Tract 532; Kings County; New York","65682","35982",
"1500000US360470532002","Block Group 2; Census Tract 532; Kings County; New York","69250","47331",
"1500000US360470533001","Block Group 1; Census Tract 533; Kings County; New York","49956","24131",
"1500000US360470533002","Block Group 2; Census Tract 533; Kings County; New York","-","**",
"1500000US360470533003","Block Group 3; Census Tract 533; Kings County; New York","29595","23929",
"1500000US360470533004","Block Group 4; Census Tract 533; Kings County; New York","23519","16983",
"1500000US360470533005","Block Group 5; Census Tract 533; Kings County; New York","-","**",
"1500000US360470534001","Block Group 1; Census Tract 534; Kings County; New York","114375","86784",
"1500000US360470534002","Block Group 2; Census Tract 534; Kings County; New York","65885","28436",
"1500000US360470534003","Block Group 3; Census Tract 534; Kings County; New York","54231","25629",
"1500000US360470534004","Block Group 4; Census Tract 534; Kings County; New York","62356","40600",
"1500000US360470535001","Block Group 1; Census Tract 535; Kings County; New York","-","**",
"1500000US360470535002","Block Group 2; Census Tract 535; Kings County; New York","-","**",
"1500000US360470535003","Block Group 3; Census Tract 535; Kings County; New York","23125","2167",
"1500000US360470535004","Block Group 4; Census Tract 535; Kings County; New York","25368","22896",
"1500000US360470537001","Block Group 1; Census Tract 537; Kings County; New York","54420","12477",
"1500000US360470537002","Block Group 2; Census Tract 537; Kings County; New York","41250","18999",
"1500000US360470538001","Block Group 1; Census Tract 538; Kings County; New York","83190","27528",
"1500000US360470538002","Block Group 2; Census Tract 538; Kings County; New York","94071","30824",
"1500000US360470538003","Block Group 3; Census Tract 538; Kings County; New York","52805","18850",
"1500000US360470539001","Block Group 1; Census Tract 539; Kings County; New York","75938","35983",
"1500000US360470539002","Block Group 2; Census Tract 539; Kings County; New York","34444","25815",
"1500000US360470542001","Block Group 1; Census Tract 542; Kings County; New York","57321","45698",
"1500000US360470542002","Block Group 2; Census Tract 542; Kings County; New York","73125","40115",
"1500000US360470542003","Block Group 3; Census Tract 542; Kings County; New York","-","**",
"1500000US360470543001","Block Group 1; Census Tract 543; Kings County; New York","-","**",
"1500000US360470544001","Block Group 1; Census Tract 544; Kings County; New York","41605","8898",
"1500000US360470544002","Block Group 2; Census Tract 544; Kings County; New York","68864","39998",
"1500000US360470544003","Block Group 3; Census Tract 544; Kings County; New York","117304","50789",
"1500000US360470545001","Block Group 1; Census Tract 545; Kings County; New York","-","**",
"1500000US360470545002","Block Group 2; Census Tract 545; Kings County; New York","-","**",
"1500000US360470545003","Block Group 3; Census Tract 545; Kings County; New York","36774","12103",
"1500000US360470545004","Block Group 4; Census Tract 545; Kings County; New York","-","**",
"1500000US360470545005","Block Group 5; Census Tract 545; Kings County; New York","33534","11283",
"1500000US360470545006","Block Group 6; Census Tract 545; Kings County; New York","57640","47911",
"1500000US360470546001","Block Group 1; Census Tract 546; Kings County; New York","130051","36841",
"1500000US360470546002","Block Group 2; Census Tract 546; Kings County; New York","61250","48939",
"1500000US360470546003","Block Group 3; Census Tract 546; Kings County; New York","60861","28404",
"1500000US360470547001","Block Group 1; Census Tract 547; Kings County; New York","-","**",
"1500000US360470547002","Block Group 2; Census Tract 547; Kings County; New York","-","**",
"1500000US360470547003","Block Group 3; Census Tract 547; Kings County; New York","111946","34953",
"1500000US360470548001","Block Group 1; Census Tract 548; Kings County; New York","86827","47522",
"1500000US360470548002","Block Group 2; Census Tract 548; Kings County; New York","-","**",
"1500000US360470549001","Block Group 1; Census Tract 549; Kings County; New York","59250","7186",
"1500000US360470549002","Block Group 2; Census Tract 549; Kings County; New York","181159","24196",
"1500000US360470550001","Block Group 1; Census Tract 550; Kings County; New York","40375","38633",
"1500000US360470550002","Block Group 2; Census Tract 550; Kings County; New York","65441","59393",
"1500000US360470550003","Block Group 3; Census Tract 550; Kings County; New York","61806","25663",
"1500000US360470551001","Block Group 1; Census Tract 551; Kings County; New York","250,000+","***",
"1500000US360470551002","Block Group 2; Census Tract 551; Kings County; New York","87540","45601",
"1500000US360470551003","Block Group 3; Census Tract 551; Kings County; New York","188622","89884",
"1500000US360470551004","Block Group 4; Census Tract 551; Kings County; New York","137106","53563",
"1500000US360470552001","Block Group 1; Census Tract 552; Kings County; New York","110912","34159",
"1500000US360470552002","Block Group 2; Census Tract 552; Kings County; New York","98611","55811",
"1500000US360470552003","Block Group 3; Census Tract 552; Kings County; New York","106442","87329",
"1500000US360470553001","Block Group 1; Census Tract 553; Kings County; New York","179271","88485",
"1500000US360470553002","Block Group 2; Census Tract 553; Kings County; New York","107212","64913",
"1500000US360470553003","Block Group 3; Census Tract 553; Kings County; New York","139886","48321",
"1500000US360470554001","Block Group 1; Census Tract 554; Kings County; New York","46719","33232",
"1500000US360470554002","Block Group 2; Census Tract 554; Kings County; New York","76806","22373",
"1500000US360470554003","Block Group 3; Census Tract 554; Kings County; New York","52875","26307",
"1500000US360470555001","Block Group 1; Census Tract 555; Kings County; New York","188015","27906",
"1500000US360470556001","Block Group 1; Census Tract 556; Kings County; New York","70556","26141",
"1500000US360470556002","Block Group 2; Census Tract 556; Kings County; New York","74464","22923",
"1500000US360470556003","Block Group 3; Census Tract 556; Kings County; New York","33839","27152",
"1500000US360470557001","Block Group 1; Census Tract 557; Kings County; New York","121131","62454",
"1500000US360470557002","Block Group 2; Census Tract 557; Kings County; New York","168906","74946",
"1500000US360470558001","Block Group 1; Census Tract 558; Kings County; New York","100855","60325",
"1500000US360470558002","Block Group 2; Census Tract 558; Kings County; New York","51944","30114",
"1500000US360470560001","Block Group 1; Census Tract 560; Kings County; New York","-","**",
"1500000US360470560002","Block Group 2; Census Tract 560; Kings County; New York","80662","34461",
"1500000US360470560003","Block Group 3; Census Tract 560; Kings County; New York","123819","62706",
"1500000US360470561001","Block Group 1; Census Tract 561; Kings County; New York","123125","48334",
"1500000US360470561002","Block Group 2; Census Tract 561; Kings County; New York","182917","96214",
"1500000US360470561003","Block Group 3; Census Tract 561; Kings County; New York","161406","27528",
"1500000US360470561004","Block Group 4; Census Tract 561; Kings County; New York","180521","89906",
"1500000US360470562001","Block Group 1; Census Tract 562; Kings County; New York","130859","31884",
"1500000US360470562002","Block Group 2; Census Tract 562; Kings County; New York","70550","10023",
"1500000US360470563011","Block Group 1; Census Tract 563.01; Kings County; New York","214875","41014",
"1500000US360470563012","Block Group 2; Census Tract 563.01; Kings County; New York","106723","49076",
"1500000US360470563013","Block Group 3; Census Tract 563.01; Kings County; New York","117344","111946",
"1500000US360470563014","Block Group 4; Census Tract 563.01; Kings County; New York","179056","41256",
"1500000US360470563020","Block Group 0; Census Tract 563.02; Kings County; New York","-","**",
"1500000US360470563021","Block Group 1; Census Tract 563.02; Kings County; New York","31381","636",
"1500000US360470563022","Block Group 2; Census Tract 563.02; Kings County; New York","86506","27771",
"1500000US360470564001","Block Group 1; Census Tract 564; Kings County; New York","89205","59816",
"1500000US360470564002","Block Group 2; Census Tract 564; Kings County; New York","67708","34562",
"1500000US360470564003","Block Group 3; Census Tract 564; Kings County; New York","117500","59380",
"1500000US360470565001","Block Group 1; Census Tract 565; Kings County; New York","93583","62091",
"1500000US360470565002","Block Group 2; Census Tract 565; Kings County; New York","130405","50820",
"1500000US360470565003","Block Group 3; Census Tract 565; Kings County; New York","117963","16869",
"1500000US360470566001","Block Group 1; Census Tract 566; Kings County; New York","94028","36410",
"1500000US360470566002","Block Group 2; Census Tract 566; Kings County; New York","54650","18228",
"1500000US360470568001","Block Group 1; Census Tract 568; Kings County; New York","57981","37032",
"1500000US360470568002","Block Group 2; Census Tract 568; Kings County; New York","80875","29518",
"1500000US360470569001","Block Group 1; Census Tract 569; Kings County; New York","135536","75745",
"1500000US360470569002","Block Group 2; Census Tract 569; Kings County; New York","205938","141767",
"1500000US360470570001","Block Group 1; Census Tract 570; Kings County; New York","78534","2462",
"1500000US360470570002","Block Group 2; Census Tract 570; Kings County; New York","72955","60629",
"1500000US360470570003","Block Group 3; Census Tract 570; Kings County; New York","87614","54476",
"1500000US360470570004","Block Group 4; Census Tract 570; Kings County; New York","72917","24105",
"1500000US360470571001","Block Group 1; Census Tract 571; Kings County; New York","128413","44527",
"1500000US360470571002","Block Group 2; Census Tract 571; Kings County; New York","84479","52736",
"1500000US360470571003","Block Group 3; Census Tract 571; Kings County; New York","129779","65668",
"1500000US360470571004","Block Group 4; Census Tract 571; Kings County; New York","92000","74712",
"1500000US360470572001","Block Group 1; Census Tract 572; Kings County; New York","27542","17670",
"1500000US360470572002","Block Group 2; Census Tract 572; Kings County; New York","50581","14437",
"1500000US360470573001","Block Group 1; Census Tract 573; Kings County; New York","165109","99600",
"1500000US360470573002","Block Group 2; Census Tract 573; Kings County; New York","95875","91741",
"1500000US360470573003","Block Group 3; Census Tract 573; Kings County; New York","160682","74077",
"1500000US360470574001","Block Group 1; Census Tract 574; Kings County; New York","91319","47965",
"1500000US360470574002","Block Group 2; Census Tract 574; Kings County; New York","100553","13193",
"1500000US360470575001","Block Group 1; Census Tract 575; Kings County; New York","132957","40335",
"1500000US360470575002","Block Group 2; Census Tract 575; Kings County; New York","84100","48741",
"1500000US360470575003","Block Group 3; Census Tract 575; Kings County; New York","136413","54378",
"1500000US360470575004","Block Group 4; Census Tract 575; Kings County; New York","148663","49821",
"1500000US360470576001","Block Group 1; Census Tract 576; Kings County; New York","-","**",
"1500000US360470576002","Block Group 2; Census Tract 576; Kings County; New York","98542","47037",
"1500000US360470578001","Block Group 1; Census Tract 578; Kings County; New York","77109","48631",
"1500000US360470578002","Block Group 2; Census Tract 578; Kings County; New York","42250","12747",
"1500000US360470579011","Block Group 1; Census Tract 579.01; Kings County; New York","190662","49110",
"1500000US360470579012","Block Group 2; Census Tract 579.01; Kings County; New York","136004","10014",
"1500000US360470579021","Block Group 1; Census Tract 579.02; Kings County; New York","-","**",
"1500000US360470580001","Block Group 1; Census Tract 580; Kings County; New York","36908","25717",
"1500000US360470580002","Block Group 2; Census Tract 580; Kings County; New York","50556","35636",
"1500000US360470582001","Block Group 1; Census Tract 582; Kings County; New York","-","**",
"1500000US360470582002","Block Group 2; Census Tract 582; Kings County; New York","51250","15341",
"1500000US360470582003","Block Group 3; Census Tract 582; Kings County; New York","51863","15773",
"1500000US360470584001","Block Group 1; Census Tract 584; Kings County; New York","72575","9142",
"1500000US360470584002","Block Group 2; Census Tract 584; Kings County; New York","68421","17577",
"1500000US360470586001","Block Group 1; Census Tract 586; Kings County; New York","83651","18119",
"1500000US360470586002","Block Group 2; Census Tract 586; Kings County; New York","97292","33390",
"1500000US360470588001","Block Group 1; Census Tract 588; Kings County; New York","101474","57983",
"1500000US360470588002","Block Group 2; Census Tract 588; Kings County; New York","117659","32447",
"1500000US360470589011","Block Group 1; Census Tract 589.01; Kings County; New York","102067","38426",
"1500000US360470589012","Block Group 2; Census Tract 589.01; Kings County; New York","119167","79246",
"1500000US360470589021","Block Group 1; Census Tract 589.02; Kings County; New York","-","**",
"1500000US360470590001","Block Group 1; Census Tract 590; Kings County; New York","97567","25620",
"1500000US360470591001","Block Group 1; Census Tract 591; Kings County; New York","123493","41246",
"1500000US360470591002","Block Group 2; Census Tract 591; Kings County; New York","117461","44254",
"1500000US360470591003","Block Group 3; Census Tract 591; Kings County; New York","144750","30644",
"1500000US360470591004","Block Group 4; Census Tract 591; Kings County; New York","160550","60105",
"1500000US360470592001","Block Group 1; Census Tract 592; Kings County; New York","87895","53553",
"1500000US360470592002","Block Group 2; Census Tract 592; Kings County; New York","50952","14199",
"1500000US360470592003","Block Group 3; Census Tract 592; Kings County; New York","88750","55891",
"1500000US360470593001","Block Group 1; Census Tract 593; Kings County; New York","105846","23205",
"1500000US360470593002","Block Group 2; Census Tract 593; Kings County; New York","108242","39160",
"1500000US360470594021","Block Group 1; Census Tract 594.02; Kings County; New York","101813","61399",
"1500000US360470594022","Block Group 2; Census Tract 594.02; Kings County; New York","69483","35225",
"1500000US360470594023","Block Group 3; Census Tract 594.02; Kings County; New York","-","**",
"1500000US360470594024","Block Group 4; Census Tract 594.02; Kings County; New York","-","**",
"1500000US360470594031","Block Group 1; Census Tract 594.03; Kings County; New York","122750","75103",
"1500000US360470594032","Block Group 2; Census Tract 594.03; Kings County; New York","90900","41178",
"1500000US360470594033","Block Group 3; Census Tract 594.03; Kings County; New York","40577","10749",
"1500000US360470594041","Block Group 1; Census Tract 594.04; Kings County; New York","49621","27393",
"1500000US360470594042","Block Group 2; Census Tract 594.04; Kings County; New York","145368","65055",
"1500000US360470594043","Block Group 3; Census Tract 594.04; Kings County; New York","51635","13835",
"1500000US360470596001","Block Group 1; Census Tract 596; Kings County; New York","79447","7775",
"1500000US360470596002","Block Group 2; Census Tract 596; Kings County; New York","48906","12157",
"1500000US360470596003","Block Group 3; Census Tract 596; Kings County; New York","-","**",
"1500000US360470598001","Block Group 1; Census Tract 598; Kings County; New York","82576","16681",
"1500000US360470598002","Block Group 2; Census Tract 598; Kings County; New York","79531","19016",
"1500000US360470600001","Block Group 1; Census Tract 600; Kings County; New York","115658","71002",
"1500000US360470600002","Block Group 2; Census Tract 600; Kings County; New York","69716","66209",
"1500000US360470600003","Block Group 3; Census Tract 600; Kings County; New York","118750","73438",
"1500000US360470600004","Block Group 4; Census Tract 600; Kings County; New York","86731","83012",
"1500000US360470600005","Block Group 5; Census Tract 600; Kings County; New York","-","**",
"1500000US360470606001","Block Group 1; Census Tract 606; Kings County; New York","59740","19888",
"1500000US360470606002","Block Group 2; Census Tract 606; Kings County; New York","81335","18386",
"1500000US360470608001","Block Group 1; Census Tract 608; Kings County; New York","108071","100791",
"1500000US360470608002","Block Group 2; Census Tract 608; Kings County; New York","49909","29955",
"1500000US360470608003","Block Group 3; Census Tract 608; Kings County; New York","66538","36318",
"1500000US360470610020","Block Group 0; Census Tract 610.02; Kings County; New York","-","**",
"1500000US360470610021","Block Group 1; Census Tract 610.02; Kings County; New York","76426","22274",
"1500000US360470610022","Block Group 2; Census Tract 610.02; Kings County; New York","-","**",
"1500000US360470610023","Block Group 3; Census Tract 610.02; Kings County; New York","43423","16692",
"1500000US360470610031","Block Group 1; Census Tract 610.03; Kings County; New York","41250","29009",
"1500000US360470610032","Block Group 2; Census Tract 610.03; Kings County; New York","56513","20463",
"1500000US360470610041","Block Group 1; Census Tract 610.04; Kings County; New York","38681","2175",
"1500000US360470610042","Block Group 2; Census Tract 610.04; Kings County; New York","65602","18381",
"1500000US360470610043","Block Group 3; Census Tract 610.04; Kings County; New York","-","**",
"1500000US360470610044","Block Group 4; Census Tract 610.04; Kings County; New York","24387","22829",
"1500000US360470610045","Block Group 5; Census Tract 610.04; Kings County; New York","22976","21023",
"1500000US360470612001","Block Group 1; Census Tract 612; Kings County; New York","153854","39069",
"1500000US360470616000","Block Group 0; Census Tract 616; Kings County; New York","-","**",
"1500000US360470616001","Block Group 1; Census Tract 616; Kings County; New York","168438","57734",
"1500000US360470620001","Block Group 1; Census Tract 620; Kings County; New York","89920","22939",
"1500000US360470620002","Block Group 2; Census Tract 620; Kings County; New York","107969","69515",
"1500000US360470622001","Block Group 1; Census Tract 622; Kings County; New York","68773","65972",
"1500000US360470622002","Block Group 2; Census Tract 622; Kings County; New York","69583","58818",
"1500000US360470626001","Block Group 1; Census Tract 626; Kings County; New York","65625","39812",
"1500000US360470626002","Block Group 2; Census Tract 626; Kings County; New York","66000","31420",
"1500000US360470628001","Block Group 1; Census Tract 628; Kings County; New York","115448","26728",
"1500000US360470628002","Block Group 2; Census Tract 628; Kings County; New York","71643","35381",
"1500000US360470628003","Block Group 3; Census Tract 628; Kings County; New York","140076","23725",
"1500000US360470628004","Block Group 4; Census Tract 628; Kings County; New York","116736","31663",
"1500000US360470632001","Block Group 1; Census Tract 632; Kings County; New York","92917","28550",
"1500000US360470632002","Block Group 2; Census Tract 632; Kings County; New York","49932","44884",
